,wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price_category
429,brick,8,14.0,75.0,7.0,55.745787,37.642743,1
430,monolith,2,7.0,75.0,15.0,55.740036,37.641261,1
431,whiteBrick,13,14.0,74.0,8.3,55.720778,37.582897,1
432,brick,5,14.0,73.0,17.0,55.72214200000001,37.618569,1
433,brick,1,5.0,76.0,7.5,55.772856,37.596884,1
434,brick,12,14.0,77.2,10.4,55.721447,37.626241,1
435,brick,1,8.0,76.2,6.0,55.739666,37.590668,1
436,monolithBrick,7,21.0,75.0,13.0,55.761629000000006,37.548151,1
437,monolithBrick,2,3.0,76.0,21.0,55.76324,37.651825,2
438,monolith,10,12.0,76.2,11.4,55.725164,37.574525,2
439,monolith,3,5.0,77.0,11.0,55.774958,37.672971,1
440,monolith,8,21.0,77.73,14.0,55.761771,37.549184,1
441,whiteBrick,5,7.0,76.0,14.0,55.71836999999999,37.581325,2
442,brick,4,8.0,77.0,13.0,55.73250899999999,37.636841,1
443,whiteBrick,5,5.0,76.7,9.0,55.785068,37.639626,0
444,panel,15,17.0,77.4,9.7,55.730735,37.668606,0
445,whiteBrick,2,5.0,77.2,8.2,55.73112,37.564635,0
446,brick,3,5.0,76.0,12.0,55.73112,37.564635,1
447,brick,11,11.0,77.0,9.0,55.721234,37.576816,1
448,brick,1,4.0,75.6,10.0,55.755424,37.639006,1
449,brick,9,15.0,75.4,7.0,55.779034,37.615893,1
450,monolith,8,21.0,77.73,14.0,55.761771,37.549184,1
451,whiteBrick,9,12.0,76.1,10.5,55.740887,37.650621,1
452,brick,3,5.0,75.5,10.0,55.791395,37.62864,0
453,brick,7,7.0,76.6,8.8,55.780502,37.668956,0
454,monolith,4,29.0,76.0,14.0,55.754983,37.525217,0
455,brick,3,5.0,75.5,9.0,55.790686,37.592581,0
456,brick,3,8.0,75.6,10.9,55.755267,37.657808,0
457,brick,8,8.0,75.0,9.0,55.765255,37.653837,1
458,monolith,38,40.0,77.5,11.0,55.75133,37.526887,1
459,brick,1,8.0,78.6,11.0,55.73385699999999,37.595698,1
460,brick,6,12.0,78.0,14.0,55.742189,37.574992,2
461,panel,3,17.0,79.4,10.0,55.773758,37.694917,1
462,brick,6,7.0,78.0,10.0,55.78311899999999,37.594845,1
463,panel,11,11.0,79.0,11.0,55.775479,37.698825,1
464,monolithBrick,3,13.0,79.7,12.4,55.790246,37.632655,1
465,monolithBrick,20,24.0,78.0,16.0,55.756401,37.53706500000001,1
466,whiteBrick,3,9.0,78.6,9.4,55.721006,37.584326,1
467,monolith,19,21.0,79.1,15.0,55.761771,37.549184,2
468,panel,6,17.0,80.0,13.0,55.74007099999999,37.683185,1
469,panel,6,16.0,80.0,10.0,55.766709,37.55863400000001,1
470,brick,9,12.0,78.8,12.0,55.779251,37.597962,1
471,brick,6,9.0,80.0,8.0,55.717994,37.572369,1
472,monolith,69,97.0,79.5,19.0,55.749511,37.537083,1
473,brick,8,8.0,80.9,8.0,55.745235,37.581721,1
474,brick,4,10.0,82.4,8.8,55.739803,37.574426,1
475,brick,3,26.0,80.7,8.8,55.769423,37.649292,1
476,brick,16,16.0,80.0,20.0,55.769388,37.580795,2
477,brick,3,5.0,82.0,13.5,55.741647,37.593318,3
478,brick,1,6.0,82.0,8.0,55.779864,37.589626,1
479,panel,2,13.0,81.0,7.0,55.733528,37.670995,0
480,whiteBrick,3,10.0,80.8,9.7,55.728626,37.678972,0
481,panel,8,10.0,82.7,8.4,55.746507,37.675127,0
482,brick,1,5.0,80.0,8.7,55.74878199999999,37.577561,0
483,block,12,14.0,80.0,13.0,55.743512,37.685216,0
484,panel,11,14.0,82.4,8.7,55.721265,37.623196,0
485,monolithBrick,4,9.0,81.0,9.0,55.770618000000006,37.667716,0
486,brick,8,9.0,82.7,12.0,55.76064100000001,37.658203,1
487,brick,2,8.0,82.5,10.0,55.756462,37.56995300000001,1
488,brick,5,8.0,81.0,10.0,55.723724,37.576151,1
489,panel,5,5.0,82.0,10.0,55.72140200000001,37.604205,1
490,monolith,6,8.0,81.0,17.4,55.778796,37.598825,1
491,whiteBrick,9,13.0,80.0,9.0,55.75896,37.609254,2
492,brick,1,5.0,80.7,9.3,55.72140200000001,37.604205,0
493,monolith,6,23.0,84.0,14.0,55.752166,37.52629500000001,1
494,brick,6,9.0,84.8,9.7,55.776046,37.711455,0
495,brick,2,5.0,83.5,8.0,55.79099,37.594028,0
496,brick,1,4.0,84.0,10.3,55.778365,37.609182,1
497,brick,10,12.0,84.4,10.6,55.748665,37.57687,2
498,brick,2,5.0,83.1,7.0,55.76319399999999,37.573142,0
499,monolithBrick,16,16.0,83.0,9.5,55.776082,37.698699,1
500,monolith,12,12.0,85.12,16.5,55.770811,37.591189,3
501,brick,5,6.0,85.6,10.2,55.762763,37.595276,2
502,brick,5,6.0,86.0,14.0,55.75626,37.634793,2
503,brick,3,8.0,85.0,8.5,55.723521,37.58694000000001,1
504,brick,2,8.0,86.0,9.0,55.772578,37.591027,1
505,brick,2,3.0,85.7,7.7,55.741247,37.637425,1
506,brick,5,7.0,86.0,11.0,55.783812,37.669989,0
507,brick,6,7.0,86.1,11.2,55.789021,37.624885,0
508,brick,5,6.0,86.2,8.0,55.759395,37.550863,1
509,monolith,15,17.0,85.1,4.7,55.779575,37.70028,1
510,whiteBrick,3,6.0,85.5,6.0,55.774902,37.595258,1
511,brick,9,10.0,85.0,11.4,55.749587,37.595339,1
512,brick,7,11.0,87.7,8.0,55.720337,37.582421,1
513,monolith,38,77.0,87.6,10.0,55.74997800000001,37.544081,1
514,brick,5,7.0,85.0,13.1,55.732012,37.594054,1
515,monolith,37,79.0,88.0,10.0,55.751143000000006,37.53373300000001,2
516,whiteBrick,3,10.0,89.9,12.8,55.74941,37.582125,1
517,monolith,33,44.0,88.0,20.0,55.77080600000001,37.564212,1
518,whiteBrick,3,10.0,89.9,12.8,55.74941,37.582125,1
519,brick,1,14.0,89.0,9.6,55.782274,37.632457,0
520,brick,2,5.0,89.0,7.0,55.757404,37.568641,0
521,brick,1,8.0,88.8,4.9,55.76888100000001,37.653864,1
522,whiteBrick,2,5.0,88.5,11.0,55.754071,37.646013,1
523,whiteBrick,3,8.0,90.0,10.0,55.75849300000001,37.613198,3
524,whiteBrick,3,10.0,89.9,12.8,55.74941,37.582125,1
525,brick,3,10.0,90.0,10.0,55.764951,37.573582,1
526,brick,3,5.0,90.0,12.0,55.735155000000006,37.589195,1
527,monolith,6,16.0,90.0,7.4,55.740735,37.648088,1
528,monolith,40,44.0,89.0,20.0,55.77080600000001,37.564212,1
529,brick,3,4.0,90.0,10.0,55.756883,37.59595,1
530,monolith,12,20.0,90.0,20.0,55.75468100000001,37.54641,1
531,monolith,15,17.0,90.0,14.0,55.754735,37.546354,1
532,monolith,38,64.0,88.0,47.0,55.74997800000001,37.544081,1
533,monolith,38,76.0,89.1,8.0,55.749511,37.537083,1
534,monolith,3,3.0,89.0,10.0,55.74055799999999,37.640929,2
535,monolith,3,13.0,93.0,18.0,55.760915,37.55020800000001,2
536,monolith,12,23.0,90.0,15.0,55.75461800000001,37.524058,1
537,brick,2,9.0,90.0,9.0,55.739493,37.647908,1
538,brick,8,11.0,91.0,10.0,55.754801,37.58455,1
539,monolith,7,21.0,93.0,23.0,55.769094,37.577157,3
540,brick,7,7.0,91.3,7.4,55.740472,37.584272,1
541,panel,9,14.0,92.0,12.0,55.721001,37.615884,1
542,brick,3,5.0,92.0,8.2,55.735941,37.588027,1
543,brick,11,12.0,94.1,10.1,55.759593,37.653891,1
544,brick,5,5.0,92.0,7.5,55.73947800000001,37.576717,1
545,monolithBrick,6,8.0,93.8,30.4,55.778796,37.598825,1
546,monolith,10,11.0,91.9,18.4,55.781033,37.636356,2
547,brick,5,7.0,90.0,9.0,55.732012,37.594054,2
548,monolith,3,13.0,93.0,16.0,55.760915,37.55020800000001,2
549,brick,3,13.0,93.0,15.2,55.760915,37.55020800000001,2
550,monolith,3,21.0,93.0,15.0,55.760915,37.55020800000001,2
551,monolithBrick,3,12.0,94.1,14.0,55.726583,37.572648,2
552,monolith,8,23.0,96.0,10.0,55.75461800000001,37.524058,1
553,brick,3,4.0,99.0,14.0,55.737497,37.629304,1
554,monolith,3,3.0,97.6,10.0,55.746527,37.598007,1
555,brick,5,6.0,96.7,25.5,55.76539200000001,37.610287,2
556,brick,2,8.0,96.5,16.8,55.772578,37.591027,1
557,brick,3,13.0,100.0,14.0,55.774188,37.615363,1
558,brick,3,13.0,100.0,12.0,55.774188,37.615363,1
559,monolith,6,13.0,97.0,18.0,55.74076,37.581047,2
560,brick,2,12.0,98.0,12.1,55.742189,37.574992,2
561,brick,5,7.0,100.0,10.3,55.78566,37.630284,1
562,brick,1,6.0,95.0,16.0,55.74179399999999,37.582538,1
563,brick,2,5.0,95.0,34.0,55.776193000000006,37.629071,1
564,brick,5,5.0,99.9,9.8,55.77995,37.669549,0
565,whiteBrick,4,6.0,98.0,7.5,55.73321899999999,37.627786,1
566,monolithBrick,2,7.0,97.0,18.0,55.775545,37.672118,1
567,brick,5,7.0,100.0,10.3,55.78566,37.630284,1
568,brick,5,9.0,98.0,20.0,55.73438,37.655823,1
569,brick,2,6.0,95.0,18.0,55.748964,37.596435,1
570,brick,11,11.0,95.0,11.0,55.75459300000001,37.56892,1
571,brick,11,11.0,100.0,15.0,55.75459300000001,37.56892,1
572,brick,2,8.0,100.0,7.0,55.75767800000001,37.606676,2
573,brick,2,8.0,100.0,26.0,55.75767800000001,37.606676,2
574,whiteBrick,7,10.0,100.0,13.0,55.735616,37.630391,2
575,brick,4,5.0,100.0,20.0,55.76122900000001,37.597073,3
576,monolith,10,12.0,100.0,20.0,55.770811,37.591189,3
577,monolith,4,12.0,104.7,6.0,55.726583,37.572648,2
578,monolithBrick,7,14.0,116.0,23.0,55.72214200000001,37.618569,4
579,brick,3,6.0,118.0,25.0,55.742939,37.659937,1
580,monolith,5,5.0,107.3,33.0,55.775459,37.673519,2
581,brick,2,6.0,102.6,8.4,55.765037,37.60779,2
582,brick,3,6.0,110.0,8.8,55.765037,37.60779,3
583,monolithBrick,5,11.0,112.0,16.0,55.730725,37.570968,3
584,monolithBrick,5,9.0,100.0,11.0,55.76094499999999,37.656963,1
585,brick,3,8.0,116.0,25.0,55.74754,37.586661,1
586,brick,3,4.0,104.0,12.0,55.737684,37.650145,1
587,whiteBrick,2,6.0,100.0,9.0,55.75134,37.59171,1
588,brick,4,8.0,100.9,6.3,55.77324100000001,37.603657,1
589,brick,6,6.0,106.0,8.8,55.78773,37.64153,1
590,brick,1,16.0,117.8,9.0,55.718633,37.576879,1
591,monolith,37,44.0,115.0,20.0,55.77080600000001,37.564212,1
592,brick,2,4.0,110.6,15.4,55.769646,37.639383,1
593,whiteBrick,11,12.0,100.0,11.0,55.75459300000001,37.56892,1
594,monolith,9,18.0,112.0,20.0,55.774092,37.594683,2
595,monolith,6,7.0,116.0,16.0,55.730948,37.64401,2
596,brick,3,3.0,109.0,7.7,55.74705400000001,37.598393,2
597,monolith,3,7.0,112.0,15.0,55.72173100000001,37.572899,2
598,brick,8,10.0,110.8,10.0,55.783357,37.599381,3
599,brick,8,10.0,110.8,10.0,55.783357,37.599381,3
600,monolith,5,12.0,107.0,12.9,55.726583,37.572648,3
601,monolithBrick,4,12.0,120.0,24.0,55.726583,37.572648,3
602,monolith,4,7.0,111.0,18.0,55.754198,37.598645,3
603,monolithBrick,7,17.0,118.0,15.0,55.776664,37.588817,4
604,monolith,6,7.0,126.0,14.9,55.72961,37.570474,4
605,brick,7,9.0,123.0,11.0,55.769271,37.604996,2
606,monolithBrick,15,21.0,141.6,14.1,55.761558,37.549067,3
607,brick,2,5.0,120.0,22.0,55.733787,37.627894,2
608,brick,9,12.0,122.0,16.0,55.736944,37.570483,2
609,monolith,50,62.0,142.6,10.0,55.749511,37.537083,3
610,monolith,2,4.0,142.0,31.0,55.768132,37.616863,3
611,brick,3,6.0,132.7,14.0,55.740730000000006,37.62298,3
612,monolithBrick,6,8.0,122.3,12.8,55.778796,37.598825,4
613,brick,4,7.0,140.0,14.0,55.760434,37.614419,2
614,monolith,2,11.0,130.0,25.0,55.757212,37.649552,4
615,monolith,8,12.0,135.6,15.0,55.725331,37.573717,5
616,monolith,9,13.0,129.0,20.0,55.77486700000001,37.601609,5
617,monolith,15,18.0,146.5,17.0,55.7249,37.57687,3
618,monolith,10,23.0,130.0,20.0,55.761452,37.68244,2
619,monolithBrick,7,9.0,123.0,11.0,55.769271,37.604996,2
620,brick,4,6.0,120.0,15.0,55.736589,37.62999600000001,3
621,monolith,5,14.0,121.0,25.0,55.727217,37.576043,5
622,monolithBrick,2,11.0,149.9,18.0,55.723699,37.583697,5
623,brick,3,5.0,122.0,10.0,55.764587,37.66874,1
624,brick,3,8.0,125.0,15.0,55.781813,37.634344,1
625,monolithBrick,5,5.0,130.0,25.0,55.741389,37.657314,1
626,whiteBrick,3,6.0,130.0,15.2,55.75134,37.59171,1
627,monolith,16,19.0,131.0,13.0,55.771545,37.568956,1
628,monolithBrick,9,20.0,120.0,15.0,55.722162,37.61309,1
629,monolith,7,13.0,122.0,20.0,55.768527,37.592132,2
630,brick,2,5.0,125.0,15.0,55.77180799999999,37.595779,2
631,monolith,5,10.0,132.0,13.0,55.73961,37.587335,2
632,monolithBrick,2,6.0,124.0,15.0,55.741039,37.605409,2
633,brick,2,5.0,144.2,11.0,55.75354399999999,37.585008,2
634,monolithBrick,3,12.0,121.0,9.0,55.768324,37.593354,3
635,brick,8,14.0,147.0,17.0,55.72214200000001,37.618569,3
636,monolith,3,7.0,141.9,15.7,55.755925,37.649454,3
637,brick,7,7.0,123.0,25.0,55.749486,37.593183,3
638,brick,8,14.0,147.0,17.2,55.72214200000001,37.618569,3
639,monolithBrick,4,8.0,147.0,15.0,55.771418,37.629358,3
640,monolithBrick,2,6.0,158.0,15.0,55.753899,37.637982,3
641,brick,3,5.0,164.0,18.0,55.750368,37.58526,2
642,brick,10,12.0,151.0,17.0,55.735839,37.612551,4
643,monolithBrick,6,9.0,159.0,12.0,55.741784,37.596633,5
644,brick,2,8.0,157.6,19.4,55.74754,37.586661,2
645,brick,3,6.0,164.0,18.0,55.750368,37.58526,2
646,monolith,4,18.0,160.0,15.0,55.73614300000001,37.676286,2
647,monolith,3,17.0,152.0,45.0,55.72214200000001,37.618569,3
648,monolith,5,5.0,160.0,40.0,55.746203,37.636437,3
649,monolith,10,13.0,153.0,14.0,55.76218100000001,37.547531,3
650,monolithBrick,1,3.0,150.0,29.0,55.76324,37.651825,4
651,monolith,5,12.0,167.0,17.6,55.726583,37.572648,5
652,brick,4,6.0,158.0,28.0,55.73731400000001,37.600891,5
653,monolithBrick,2,7.0,161.6,18.0,55.740036,37.641261,5
654,brick,4,4.0,150.0,10.4,55.764511,37.656937,1
655,brick,2,5.0,150.0,23.0,55.759355000000006,37.642707,2
656,monolith,5,6.0,151.9,15.0,55.74998299999999,37.604969,2
657,brick,4,4.0,180.0,15.0,55.759588,37.646489,4
658,monolithBrick,3,12.0,185.0,45.0,55.72961,37.570474,5
659,monolithBrick,6,11.0,189.0,25.0,55.738449,37.581236,5
660,monolithBrick,5,7.0,180.0,20.0,55.738759,37.627633,3
661,brick,8,12.0,190.0,23.0,55.739666,37.663458,5
662,brick,8,17.0,196.0,15.0,55.7499,37.5936,3
663,brick,8,19.0,196.0,11.0,55.751457,37.577355,3
664,brick,5,5.0,180.0,15.0,55.769874,37.66350300000001,3
665,monolithBrick,4,7.0,189.0,10.0,55.72961,37.570474,5
666,brick,6,7.0,182.0,10.0,55.763346,37.594072,5
667,monolith,4,5.0,198.0,14.0,55.763933,37.596731,5
668,brick,2,5.0,193.0,24.5,55.75324000000001,37.586329,2
669,monolith,30,85.0,190.0,10.0,55.74938,37.534092,3
670,brick,5,6.0,170.0,32.0,55.758433,37.636491,4
671,brick,4,7.0,186.0,12.0,55.745068,37.595025,4
672,brick,4,7.0,182.0,25.0,55.745068,37.595025,5
673,panel,3,5.0,172.0,16.0,55.74198199999999,37.588916,5
674,monolith,6,10.0,180.0,15.0,55.751224,37.586302,5
675,monolith,9,10.0,170.0,36.0,55.77486700000001,37.601609,5
676,monolithBrick,9,10.0,170.0,15.0,55.77486700000001,37.601609,5
677,monolith,4,13.0,199.0,17.0,55.77486700000001,37.601609,5
678,brick,2,6.0,215.0,20.0,55.74102900000001,37.595312,4
679,monolithBrick,42,73.0,224.3,20.0,55.747115,37.539078,4
680,brick,13,19.0,298.6,20.0,55.751457,37.577355,5
681,monolithBrick,2,7.0,230.0,27.0,55.742154000000006,37.621372,5
682,brick,13,19.0,254.0,20.0,55.751457,37.577355,5
683,monolith,2,7.0,255.9,37.3,55.762333,37.616054,5
684,monolith,13,14.0,217.0,31.0,55.77773199999999,37.599166,5
685,monolith,11,12.0,210.4,24.0,55.725331,37.573717,5
686,monolith,12,20.0,223.4,17.0,55.722999,37.612829,3
687,monolithBrick,12,14.0,220.0,20.0,55.72214200000001,37.618569,5
688,monolith,4,6.0,230.0,10.0,55.76172,37.604592,5
689,brick,2,6.0,210.0,23.0,55.763457,37.636024,4
690,monolith,48,60.0,225.6,25.0,55.748143000000006,37.540488,5
691,monolithBrick,6,12.0,205.0,16.0,55.72214200000001,37.618569,3
692,monolithBrick,18,18.0,276.0,20.0,55.723861,37.610053,4
693,brick,6,6.0,218.5,11.5,55.761188,37.637641,5
694,monolithBrick,12,14.0,240.0,18.0,55.72214200000001,37.618569,5
695,monolith,42,65.0,200.0,50.0,55.747115,37.539078,5
696,brick,2,5.0,220.0,15.0,55.75909100000001,37.603235,5
697,brick,2,5.0,220.0,15.0,55.75909100000001,37.603235,5
698,brick,2,5.0,220.0,15.0,55.75909100000001,37.603235,5
699,monolithBrick,6,12.0,215.0,26.0,55.75993199999999,37.561392,5
700,monolith,9,10.0,385.0,45.0,55.772391000000006,37.59365,5
701,monolith,3,11.0,320.0,37.0,55.757212,37.649552,5
702,monolith,6,8.0,350.0,40.0,55.764734,37.594414,5
703,brick,3,5.0,305.0,52.9,55.74276700000001,37.600792,5
704,brick,3,6.0,380.0,28.0,55.75448100000001,37.607933,5
705,brick,5,9.0,300.0,12.0,55.767251,37.584478,5
706,brick,3,5.0,305.0,53.0,55.74276700000001,37.600792,5
707,brick,14,14.0,315.0,34.0,55.767139,37.567285,5
708,brick,13,15.0,330.0,18.0,55.73889000000001,37.666629,5
709,monolithBrick,11,12.0,360.0,18.0,55.725331,37.573717,5
710,monolith,19,20.0,300.0,28.0,55.723861,37.610053,5
711,panel,4,7.0,367.0,37.0,55.745068,37.595025,5
712,brick,4,5.0,379.0,20.0,55.762201,37.634667,4
713,brick,3,5.0,311.0,20.0,55.763245,37.624822,5
714,monolith,17,17.0,350.0,22.0,55.779859,37.599372,5
715,brick,4,6.0,320.0,20.0,55.74333000000001,37.601439,5
716,monolithBrick,17,17.0,380.0,64.0,55.722563,37.612668,5
717,monolithBrick,17,17.0,340.0,22.0,55.779859,37.599372,5
718,monolith,9,10.0,348.0,25.0,55.767149,37.568066,5
719,brick,1,5.0,14.9,2.0,55.801384,37.544324,0
720,brick,1,8.0,21.0,5.0,55.803347,37.509307,0
721,brick,2,9.0,21.0,3.5,55.794897,37.566117,0
722,brick,8,9.0,28.0,6.5,55.845683,37.487622,0
723,brick,5,5.0,27.0,6.0,55.876819,37.51679,0
724,brick,5,5.0,25.5,6.0,55.876819,37.51679,0
725,monolith,16,17.0,27.0,4.0,55.869117,37.473959,0
726,brick,2,5.0,27.4,5.6,55.828228,37.492141,0
727,panel,7,9.0,27.0,6.0,55.86844,37.568318,0
728,brick,3,9.0,29.7,6.0,55.849034,37.476133,0
729,brick,10,12.0,27.5,4.0,55.78846899999999,37.557565,0
730,brick,8,8.0,29.9,6.3,55.872592,37.462433,0
731,panel,9,9.0,32.0,6.0,55.868748,37.535475,0
732,monolith,20,20.0,32.0,6.0,55.880945,37.54118,0
733,monolith,2,15.0,31.7,6.0,55.789391,37.536823,0
734,brick,2,8.0,31.3,7.0,55.844662,37.564464,0
735,brick,3,5.0,30.3,6.0,55.87809100000001,37.519755,0
736,block,5,5.0,31.0,6.0,55.804116,37.57239600000001,0
737,brick,5,8.0,31.0,6.6,55.844662,37.564464,0
738,brick,2,8.0,31.1,7.0,55.812772,37.571327,0
739,brick,4,5.0,32.9,8.8,55.794603,37.509254,0
740,panel,8,9.0,32.0,6.5,55.865823,37.559703000000006,0
741,brick,4,5.0,30.0,6.0,55.781575,37.517967,0
742,monolith,4,15.0,32.0,6.0,55.790787,37.523204,0
743,panel,5,5.0,30.8,5.7,55.880258,37.523483,0
744,panel,9,9.0,32.9,6.9,55.868986,37.567213,0
745,panel,5,5.0,30.8,8.0,55.880258,37.523483,0
746,panel,5,5.0,30.8,6.0,55.880258,37.523483,0
747,panel,5,5.0,30.8,6.0,55.880258,37.523483,0
748,panel,5,5.0,30.0,6.0,55.880258,37.523483,0
749,panel,4,9.0,32.0,7.0,55.833587,37.571686,0
750,brick,2,5.0,30.2,5.5,55.830316,37.492536,0
751,brick,2,5.0,31.2,6.0,55.814482,37.562021,0
752,monolith,16,17.0,30.0,12.0,55.869511,37.473554,0
753,brick,3,5.0,30.2,5.6,55.78671800000001,37.569333,0
754,brick,9,9.0,32.0,7.0,55.797883,37.539509,0
755,monolith,6,15.0,32.5,5.0,55.789391,37.536823,0
756,brick,8,8.0,32.0,6.5,55.803884,37.533041,0
757,brick,8,8.0,30.0,6.0,55.805381,37.527337,0
758,panel,4,9.0,32.6,6.6,55.877198,37.536949,0
759,panel,9,9.0,32.8,6.0,55.86446,37.507107,0
760,panel,9,9.0,32.9,6.9,55.868986,37.567213,0
761,panel,2,9.0,30.1,7.9,55.84356,37.572297,0
762,block,5,9.0,32.6,5.5,55.843267,37.544117,0
763,block,1,5.0,31.0,7.0,55.792766,37.571534,0
764,brick,3,9.0,31.0,6.0,55.789062,37.572684,0
765,block,2,9.0,32.0,7.0,55.83114499999999,37.571767,0
766,brick,6,8.0,32.0,7.0,55.800231,37.572055,0
767,brick,4,5.0,32.9,8.8,55.794603,37.509254,0
768,brick,5,5.0,30.0,6.0,55.796653000000006,37.543282,0
769,brick,3,5.0,30.2,5.6,55.78671800000001,37.569333,0
770,brick,2,4.0,32.0,7.0,55.775186,37.543515,0
771,panel,5,5.0,30.8,6.0,55.880258,37.523483,0
772,brick,7,9.0,30.3,6.0,55.79895,37.567671,0
773,brick,2,5.0,30.1,5.3,55.810177,37.532924,0
774,monolith,15,16.0,32.0,5.0,55.789391,37.536823,0
775,brick,4,5.0,33.0,9.0,55.794603,37.509254,0
776,panel,5,9.0,33.0,7.0,55.86575300000001,37.54188,0
777,block,5,12.0,33.0,10.0,55.86305,37.514931,0
778,panel,4,9.0,33.0,6.0,55.86040799999999,37.572378,0
779,panel,6,9.0,33.0,6.0,55.870314,37.565398,0
780,monolith,8,22.0,34.0,10.0,55.87816700000001,37.538242,0
781,panel,5,12.0,33.0,10.0,55.86305,37.514931,0
782,brick,2,9.0,33.9,6.4,55.857897,37.476016,0
783,brick,9,9.0,34.0,9.0,55.833253000000006,37.490757,0
784,monolithBrick,17,19.0,34.96,11.8,55.87816700000001,37.538242,0
785,monolith,31,31.0,34.9,12.0,55.855785,37.471704,0
786,panel,7,9.0,33.0,6.0,55.862793,37.520195,0
787,panel,6,9.0,33.0,6.0,55.86356,37.561455,0
788,brick,9,9.0,33.0,8.0,55.895908,37.530283,0
789,block,1,12.0,33.0,10.0,55.83736800000001,37.526447,0
790,block,10,14.0,34.5,9.0,55.875092,37.491853000000006,0
791,monolith,5,16.0,34.0,11.0,55.855957,37.56452700000001,0
792,block,10,12.0,35.0,10.0,55.869885,37.485215,0
793,whiteBrick,2,4.0,33.0,8.0,55.801571,37.517464,0
794,monolith,9,23.0,35.0,11.0,55.79705799999999,37.526825,0
795,panel,6,9.0,33.0,7.0,55.844612,37.548339,0
796,monolithBrick,5,22.0,37.5,9.7,55.86547,37.537649,0
797,panel,8,25.0,37.0,11.0,55.94533199999999,37.34514,0
798,panel,8,16.0,36.0,8.0,55.884797,37.490021,0
799,block,5,12.0,35.0,10.0,55.87185899999999,37.538197,0
800,brick,12,18.0,36.0,9.0,55.863469,37.559523,0
801,panel,17,17.0,37.0,7.3,55.831908,37.50354,0
802,brick,10,12.0,37.5,9.0,55.80031700000001,37.509676,0
803,block,8,14.0,36.0,9.5,55.81823000000001,37.516584,0
804,monolith,8,22.0,35.6,11.6,55.878889,37.538637,0
805,panel,10,12.0,35.5,8.0,55.826918000000006,37.495312,0
806,block,16,16.0,37.0,10.0,55.826084,37.524058,0
807,block,8,9.0,36.9,6.0,55.840998,37.536634,0
808,monolithBrick,10,10.0,35.5,10.5,55.87816700000001,37.538242,0
809,panel,4,12.0,35.0,10.0,55.871597,37.511293,0
810,panel,9,9.0,36.0,6.5,55.882586,37.555598,0
811,panel,2,16.0,36.1,9.0,55.884797,37.490021,0
812,panel,1,12.0,35.1,7.5,55.866788,37.468901,0
813,panel,12,12.0,36.0,10.0,55.86460600000001,37.538539,0
814,panel,7,9.0,36.6,6.0,55.876688,37.556846,0
815,brick,1,5.0,36.4,9.0,55.810557,37.573043,0
816,panel,12,16.0,37.0,8.0,55.883292,37.486535,0
817,panel,2,19.0,36.0,9.0,55.86930400000001,37.479663,0
818,monolith,17,19.0,35.0,12.0,55.87816700000001,37.538242,0
819,brick,9,9.0,37.0,7.0,55.821937,37.57245,0
820,panel,15,17.0,37.9,8.0,55.868435,37.485843,0
821,brick,7,9.0,36.0,5.7,55.794801,37.56851500000001,0
822,brick,2,9.0,36.0,9.0,55.788566,37.570743,0
823,panel,11,17.0,35.5,9.0,55.857468,37.507574,0
824,block,2,9.0,36.8,7.4,55.779747,37.52501,0
825,brick,3,9.0,35.0,7.2,55.80529,37.508274,0
826,block,2,9.0,35.0,10.0,55.776163,37.538817,0
827,brick,3,8.0,36.0,8.0,55.79214399999999,37.566431,0
828,panel,1,16.0,36.0,9.0,55.892254,37.56326,0
829,panel,5,16.0,37.2,8.6,55.88514,37.490991,0
830,block,1,12.0,36.0,8.0,55.82706,37.527876,0
831,brick,3,6.0,38.0,9.0,55.781438,37.569962,0
832,block,11,14.0,39.0,10.0,55.881066,37.564509,0
833,panel,10,16.0,39.0,8.5,55.891466,37.5251,0
834,brick,1,14.0,38.0,8.4,55.82768100000001,37.521255,0
835,monolith,8,14.0,39.1,11.0,55.871673,37.556613,0
836,panel,12,17.0,38.0,8.4,55.877137,37.543794,0
837,block,11,12.0,39.0,9.0,55.843111,37.495707,0
838,panel,13,17.0,38.0,8.0,55.857574,37.502777,0
839,panel,15,17.0,39.0,9.5,55.86204,37.55569600000001,0
840,panel,2,17.0,38.0,10.0,55.875152,37.520087,0
841,block,6,14.0,39.0,7.0,55.86405,37.57206400000001,0
842,monolith,7,21.0,39.0,10.0,55.879495,37.539877,0
843,panel,14,17.0,39.0,8.5,55.869359,37.527633,0
844,panel,1,16.0,38.6,9.6,55.888134,37.563143,0
845,panel,2,16.0,38.0,8.0,55.884797,37.490021,0
846,block,2,16.0,38.0,8.0,55.884797,37.490021,0
847,brick,4,5.0,38.6,5.0,55.897508,37.53164,0
848,panel,6,12.0,39.0,6.0,55.871072,37.510421,0
849,monolithBrick,4,14.0,39.1,8.6,55.885524,37.524615,0
